@relation testingDataUnlabeled

@attribute collar_wifi real
@attribute collar_bluetooth real
@attribute hub_wifi real
@attribute hub_bluetooth real
@attribute restricted {YES,NO}

@data
-42,0,-60,-5,NO
-42,-2,-60,-5,NO
-42,0,-60,0,NO
-42,0,-60,0,NO
-42,0,-60,0,NO
-42,0,-60,-1,NO
-39,0,-59,-2,NO
-41,0,-59,0,NO
-44,0,-59,-3,NO
-44,0,-59,-4,NO
-44,0,-59,-4,NO
-44,0,-59,-3,NO
-44,0,-58,-3,NO
-44,-4,-58,-8,NO
-44,0,-59,-11,NO
-45,-4,-58,-11,NO
-45,0,-58,-9,NO
-47,-7,-58,-10,NO
-47,0,-59,-7,NO
-47,0,-59,-5,NO
-47,0,-59,-5,NO
-46,0,-58,-6,NO
-46,-2,-58,-8,NO
-46,0,-58,-8,NO
-47,-7,-58,-12,NO
-47,0,-58,-12,NO
-47,-3,-58,-17,NO
-47,-5,-58,-17,NO
-47,-6,-59,-18,NO
-47,-3,-59,-18,NO
-49,-9,-59,-23,NO
-50,-4,-59,-23,NO
-50,-17,-59,-27,NO
-50,-17,-59,-21,NO
-50,-7,-59,-26,NO
-50,-21,-59,-27,NO
-50,-11,-60,-24,NO
-50,-5,-60,-24,NO
-50,-9,-60,-23,NO
-50,-15,-60,-22,NO
-53,-11,-60,-21,NO
-53,-7,-60,-23,NO
-53,-11,-60,-21,NO
-53,-12,-60,-25,NO
-53,-10,-62,-27,NO
-54,-11,-62,-27,NO
-54,-7,-62,-24,NO
-54,-6,-62,-24,NO
-54,-13,-62,-25,NO
-56,-8,-62,-22,NO
-56,-7,-62,-22,NO
-58,-11,-62,-27,NO
-58,-18,-62,-27,NO
-58,-11,-61,-26,NO
-60,-10,-61,-24,NO
-60,-9,-61,-22,NO
-60,-17,-61,-22,NO
-60,-7,-61,-24,NO
-60,-15,-61,-22,NO
-60,-10,-61,-22,NO
-60,-19,-61,-22,NO
-61,-15,-60,-24,NO
-61,-22,-60,-20,NO
-61,-11,-60,-20,NO
-57,-8,-60,-23,NO
-56,-8,-60,-24,NO
-60,-14,-58,-25,NO
-60,-15,-58,-25,NO
-64,-17,-58,-23,NO
-64,-7,-58,-20,NO
-64,-17,-58,-21,NO
-59,-8,-58,-21,NO
-56,-10,-59,-23,NO
-56,-6,-59,-25,NO
-56,-14,-59,-19,NO
-56,-3,-59,-20,NO
-53,-7,-59,-19,NO
-53,-1,-59,-19,NO
-53,-15,-59,-23,NO
-55,-8,-59,-23,NO
-55,-12,-60,-27,NO
-58,-6,-60,-27,NO
-60,-18,-60,-26,NO
-63,-5,-60,-26,NO
-63,-8,-60,-17,NO
-64,-3,-60,-17,NO
-64,-5,-59,-20,NO
-64,-12,-59,-19,NO
-64,-2,-60,-20,NO
-66,-10,-60,-20,NO
-65,0,-60,-14,NO
-65,-14,-60,-12,NO
-65,-3,-60,-8,NO
-64,-2,-61,-5,NO
-64,0,-61,-2,NO
-62,0,-61,-5,NO
-62,0,-61,-7,NO
-62,0,-61,-10,NO
-62,0,-61,-11,NO
-62,-4,-61,-14,NO
-62,-7,-61,-19,NO
-62,-9,-61,-18,NO
-62,-10,-61,-18,NO
-62,-11,-61,-26,NO
-62,-16,-61,-24,NO
-60,-10,-61,-23,NO
-56,-11,-61,-23,NO
-56,-4,-61,-21,NO
-56,-17,-61,-25,NO
-56,-9,-61,-26,NO
-56,-12,-61,-27,NO
-56,-20,-61,-25,NO
-56,-5,-61,-22,NO
-56,-11,-61,-20,NO
-56,0,-61,-20,NO
-56,-4,-61,-8,NO
-58,0,-62,-16,NO
-57,-6,-62,-16,NO
-57,-6,-62,-16,NO
-57,-4,-62,-16,NO
-57,-13,-63,-16,NO
-57,-2,-63,-24,NO
-57,-21,-63,-22,NO
-57,-7,-63,-10,NO
-56,0,-62,-7,NO
-56,0,-62,-5,NO
-56,0,-62,-8,NO
-53,0,-62,-8,NO
-53,0,-62,-6,NO
-53,-7,-62,-6,NO
-51,0,-61,-6,NO
-51,0,-61,-6,NO
-51,0,-61,-5,NO
-51,0,-61,-2,NO
-51,0,-61,-9,NO
-51,0,-63,-9,NO
-49,-14,-64,-11,NO
-49,-9,-64,-9,NO
-49,0,-64,-11,NO
-49,-10,-64,-7,NO
-47,0,-64,-7,NO
-44,-5,-64,-13,NO
-44,0,-64,-13,NO
-44,0,-64,-13,NO
-44,0,-64,-13,NO
-44,0,-64,-13,NO
-49,0,-64,-16,NO
-51,-18,-63,-18,NO
-51,-8,-62,-20,NO
-53,-14,-60,-26,NO
-59,-14,-60,-26,NO
-59,-12,-60,-27,NO
-59,-10,-60,-26,NO
-59,-6,-59,-22,NO
-59,-17,-59,-24,NO
-59,-12,-61,-25,NO
-59,-12,-61,-28,NO
-62,-17,-61,-21,NO
-62,-14,-61,-26,NO
-62,-11,-62,-27,NO
-61,-18,-62,-27,NO
-61,-13,-63,-27,NO
-61,-21,-63,-26,NO
-61,-15,-63,-26,NO
-61,-27,-63,-26,NO
-61,-21,-62,-26,NO
-61,-11,-62,-26,NO
-61,-13,-62,-27,NO
-59,-9,-61,-25,NO
-59,-21,-61,-24,NO
-59,-6,-61,-21,NO
-60,-17,-62,-20,NO
-60,-18,-61,-22,NO
-59,-8,-61,-27,NO
-59,-25,-61,-25,NO
-59,-15,-62,-25,NO
-59,-17,-62,-28,NO
-59,-10,-61,-23,NO
-61,-6,-61,-23,NO
-61,-10,-60,-24,NO
-62,-10,-60,-24,NO
-62,-12,-63,-21,NO
-64,-5,-63,-21,NO
-66,-8,-62,-22,NO
-66,-16,-62,-23,NO
-66,-6,-62,-22,NO
-66,-19,-63,-23,NO
-66,-13,-63,-25,NO
-66,-18,-63,-25,NO
-66,-11,-62,-27,NO
-65,-24,-62,-29,NO
-65,-16,-61,-23,NO
-65,-8,-61,-23,NO
-65,-7,-61,-26,NO
-64,-7,-61,-24,NO
-64,-24,-62,-26,NO
-64,-8,-62,-26,NO
-64,-16,-62,-28,NO
-64,-13,-62,-26,NO
-64,-18,-62,-23,NO
-64,-17,-63,-24,NO
-61,-6,-63,-24,NO
-61,-4,-63,-27,NO
-61,-12,-62,-26,NO
-59,-4,-62,-28,NO
-60,-17,-63,-29,NO
-60,-16,-63,-28,NO
-60,-16,-61,-24,NO
-60,-5,-61,-20,NO
-60,-10,-61,-23,NO
-60,-21,-61,-23,NO
-59,-7,-61,-22,NO
-59,-13,-62,-18,NO
-59,-10,-62,-27,NO
-59,-4,-62,-27,NO
-60,-11,-62,-29,NO
-60,-12,-62,-27,NO
-60,-11,-62,-27,NO
-61,-8,-62,-27,NO
-59,-9,-62,-28,NO
-59,-12,-62,-23,NO
-59,-6,-62,-23,NO
-61,-6,-62,-23,NO
-61,-30,-63,-27,NO
-62,-15,-65,-29,NO
-64,-25,-65,-29,NO
-64,-11,-65,-29,NO
-64,-16,-66,-26,NO
-66,-15,-66,-26,NO
-65,-7,-66,-24,NO
-65,-20,-66,-22,NO
-65,-5,-66,-22,NO
-65,-15,-66,-23,NO
-65,-14,-67,-28,NO
-65,-17,-67,-27,NO
-65,-8,-67,-29,NO
-65,-3,-67,-27,NO
-65,-16,-67,-25,NO
-63,-5,-67,-27,NO
-63,-16,-67,-24,NO
-63,-13,-67,-22,NO
-63,-1,-67,-22,NO
-61,-13,-67,-23,NO
-65,-15,-67,-22,NO
-65,-3,-67,-24,NO
-65,-5,-66,-23,NO
-64,-9,-66,-25,NO
-64,-14,-64,-27,NO
-64,-9,-64,-29,NO
-64,-16,-64,-28,NO
-64,-6,-64,-25,NO
-64,-14,-64,-27,NO
-64,-22,-62,-28,NO
-64,-12,-62,-28,NO
-64,-9,-62,-28,NO
-64,-19,-62,-28,NO
-60,-19,-62,-26,NO
-60,-8,-62,-26,NO
-60,-11,-62,-26,NO
-61,-15,-62,-28,NO
-60,-16,-62,-25,NO
-60,-8,-62,-25,NO
-60,-16,-62,-23,NO
-60,-11,-62,-29,NO
-60,-18,-62,-29,NO
-60,-20,-62,-25,NO
-60,-7,-62,-23,NO
-60,-16,-62,-25,NO
-60,-15,-62,-26,NO
-60,-12,-62,-24,NO
-60,-7,-63,-28,NO
-60,-14,-63,-22,NO
-60,-14,-64,-28,NO
-60,-9,-64,-25,NO
-61,-24,-63,-23,NO
-61,-9,-63,-23,NO
-61,-13,-64,-23,NO
-62,-18,-64,-23,NO
-62,-13,-64,-23,NO
-59,-7,-64,-23,NO
-59,-13,-62,-21,NO
-59,-8,-62,-21,NO
-58,-21,-62,-25,NO
-57,-9,-62,-24,NO
-54,-23,-62,-22,NO
-54,-8,-63,-22,NO
-54,-10,-63,-22,NO
-54,-4,-63,-24,NO
-54,-12,-62,-24,NO
-54,-11,-62,-30,NO
-54,-8,-62,-27,NO
-56,-20,-62,-22,NO
-56,-4,-62,-17,NO
-56,-2,-62,-10,NO
-56,0,-62,-10,NO
-56,0,-62,-4,NO
-56,0,-62,-4,NO
-55,0,-62,-6,NO
-55,0,-62,-4,NO
-54,0,-62,0,NO
-51,0,-62,-1,NO
-48,0,-62,-2,NO
-48,0,-62,0,NO
-47,0,-62,0,NO
-44,0,-62,0,NO
-44,0,-62,0,NO
-43,0,-62,0,NO
-43,0,-61,-7,NO
-43,-1,-61,-7,NO
-43,0,-61,-10,NO
-43,-2,-61,-10,NO
-43,0,-62,-8,NO
-43,0,-62,-14,NO
-43,0,-62,-14,NO
-43,-9,-62,-15,NO
-43,-4,-62,-12,NO
-43,-10,-61,-10,NO
-43,0,-61,-10,NO
-43,0,-62,-10,NO
-43,0,-62,-10,NO
-43,0,-62,-14,NO
-45,-6,-62,-9,NO
-45,0,-62,-10,NO
-46,-13,-62,-13,NO
-46,-6,-62,-19,NO
-48,-1,-62,-19,NO
-48,-6,-62,-14,NO
-48,-6,-62,-14,NO
-47,-9,-62,-16,NO
-47,0,-60,-13,NO
-47,-9,-61,-13,NO
-47,-2,-61,-13,NO
-47,-14,-60,-12,NO
-47,-6,-61,-11,NO
-47,0,-61,-9,NO
-48,-4,-60,-15,NO
-48,-8,-60,-22,NO
-49,-5,-60,-11,NO
-49,-6,-61,-15,NO
-49,0,-61,-15,NO
-49,-8,-61,-17,NO
-49,-4,-61,-17,NO
-49,-7,-61,-14,NO
-49,-4,-61,-14,NO
-51,-5,-61,-19,NO
-52,-12,-60,-16,NO
-52,-17,-60,-12,NO
-51,-1,-58,-12,NO
-49,-8,-58,-10,NO
-49,-8,-58,-10,NO
-49,-4,-58,-14,NO
-50,-4,-58,-16,NO
-50,-4,-59,-20,NO
-50,-3,-59,-20,NO
-52,-8,-59,-17,NO
-52,-5,-59,-17,NO
-52,-9,-60,-13,NO
-53,-1,-60,-13,NO
-53,-5,-60,-11,NO
-55,-4,-60,-6,NO
-55,0,-60,-8,NO
-55,-4,-60,-9,NO
-55,-3,-60,-14,NO
-55,-8,-60,-11,NO
-55,0,-60,-8,NO
-55,0,-60,-8,NO
-59,0,-60,-9,NO
-59,0,-60,-6,NO
-59,0,-59,-9,NO
-59,-3,-59,-15,NO
-59,0,-59,-13,NO
-58,0,-59,-13,NO
-58,-3,-59,-16,NO
-58,-5,-59,-15,NO
-58,0,-59,-15,NO
-58,-8,-59,-10,NO
-58,0,-59,-10,NO
-58,-2,-59,-16,NO
-58,-16,-59,-16,NO
-58,-5,-59,-16,NO
-58,-8,-59,-18,NO
-56,-4,-58,-14,NO
-53,-9,-58,-10,NO
-52,0,-58,-10,NO
-52,0,-58,-4,NO
-48,0,-58,-6,NO
-49,0,-58,-4,NO
-49,-2,-58,-5,NO
-49,-5,-58,-6,NO
-49,-2,-58,-12,NO
-49,0,-59,-14,NO
-49,-9,-61,-13,NO
-48,0,-61,-12,NO
-48,0,-61,-11,NO
-48,-6,-61,-9,NO
-48,0,-61,-10,NO
-48,0,-62,-11,NO
-48,-11,-62,-17,NO
-48,0,-64,-18,NO
-47,-9,-64,-18,NO
-47,-2,-64,-18,NO
-47,-14,-64,-16,NO
-46,0,-64,-10,NO
-46,-5,-65,-13,NO
-46,-3,-65,-20,NO
-46,-16,-66,-17,NO
-46,-6,-66,-17,NO
-45,-10,-66,-12,NO
-45,0,-66,-12,NO
-44,-3,-66,-12,NO
-44,-2,-66,-20,NO
-44,-10,-66,-17,NO
-44,-5,-66,-17,NO
-44,-1,-65,-19,NO
-44,-2,-65,-19,NO
-44,-7,-65,-22,NO
-44,-19,-65,-20,NO
-45,0,-65,-15,NO
-45,-4,-65,-10,NO
-45,0,-65,-10,NO
-45,0,-64,-5,NO
-45,0,-64,-5,NO
-45,0,-63,-5,NO
-45,0,-63,-9,NO
-45,0,-63,-9,NO
-45,-3,-63,-6,NO
-45,-1,-63,-10,NO
-45,-11,-63,-12,NO
-45,0,-63,-9,NO
-44,-3,-63,-12,NO
-45,-4,-63,-17,NO
-45,0,-63,-18,NO
-47,-11,-63,-12,NO
-48,-3,-63,-16,NO
-48,0,-63,-16,NO
-48,-6,-62,-10,NO
-51,0,-62,-10,NO
-51,0,-62,-11,NO
-51,-4,-62,-11,NO
-51,0,-62,-8,NO
-51,0,-62,-3,NO
-51,-2,-62,-7,NO
-51,0,-62,-7,NO
-51,-5,-62,-12,NO
-51,-7,-62,-10,NO
-51,0,-62,-10,NO
-50,-6,-62,-16,NO
-48,0,-61,-12,NO
-48,-5,-61,-9,NO
-48,-1,-61,-11,NO
-47,0,-61,-9,NO
-46,-3,-62,-3,NO
-46,0,-62,-15,NO
-46,0,-62,-15,NO
-46,0,-62,-12,NO
-46,0,-62,-10,NO
-46,0,-62,-10,NO
-46,-3,-62,-11,NO
-46,0,-62,-18,NO
-46,-11,-61,-17,NO
-47,0,-61,-13,NO
-46,-7,-61,-16,NO
-46,0,-61,-16,NO
-46,-2,-61,-9,NO
-46,0,-61,-8,NO
-46,0,-61,-8,NO
-47,-3,-61,-8,NO
-47,0,-61,-8,NO
-47,-3,-61,-9,NO
-47,0,-61,-9,NO
-47,0,-61,-8,NO
-47,0,-63,-15,NO
-47,-3,-63,-15,NO
-47,-2,-63,-17,NO
-47,0,-63,-17,NO
-45,-1,-63,-17,NO
-45,-13,-63,-15,NO
-45,-1,-63,-7,NO
-44,0,-64,-3,NO
-44,0,-64,-3,NO
-43,-4,-64,-2,NO
-44,0,-64,-2,NO
-44,0,-64,-12,NO
-44,0,-65,-5,NO
-42,0,-65,-5,NO
-42,0,-65,-3,NO
-42,0,-64,-3,NO
-42,0,-64,-4,NO
-42,0,-64,-3,NO
-42,0,-64,-5,NO
-42,0,-64,-8,NO
-41,0,-63,-7,NO
-41,0,-63,-7,NO
-41,0,-59,-5,NO
-41,0,-59,-18,NO
-44,-5,-59,-12,NO
-44,0,-59,-12,NO
-44,0,-59,-8,NO
-44,0,-59,-2,NO
-45,0,-58,-2,NO
-45,0,-58,-4,NO
-46,-10,-58,-9,NO
-47,0,-60,-11,NO
-47,-4,-60,-5,NO
-47,0,-60,-9,NO
-47,0,-60,-2,NO
-47,0,-60,-2,NO
-45,0,-59,0,NO
-48,0,-59,0,NO
-53,0,-59,0,NO
-53,-1,-59,-5,NO
-53,0,-59,-2,NO
-52,0,-59,-6,NO
-52,0,-59,-5,NO
-54,0,-59,-2,NO
-54,0,-59,-9,NO
-54,0,-59,-11,NO
-54,0,-59,0,NO
-54,0,-59,0,NO
-56,0,-61,0,NO
-56,0,-61,0,NO
-56,0,-61,0,NO
-55,0,-61,0,NO
-55,0,-61,0,NO
-50,0,-61,0,NO
-49,2,-61,0,NO
-49,3,-62,0,NO
-49,0,-65,0,NO
-49,19,-65,0,NO
-47,16,-64,0,NO
-47,15,-64,0,NO
-45,15,-64,0,NO
-49,19,-64,0,NO
-50,16,-63,1,NO
-50,27,-63,1,NO
-50,23,-64,0,NO
-50,6,-64,0,NO
-50,0,-63,-7,NO
-50,0,-63,-7,NO
-53,0,-63,-3,NO
-55,0,-62,-2,NO
-55,-2,-62,0,NO
-58,0,-63,-4,NO
-57,0,-63,-2,NO
-57,0,-63,-1,NO
-55,0,-63,-1,NO
-57,0,-64,-1,NO
-57,0,-64,-2,NO
-57,0,-64,-2,NO
-57,-6,-64,-15,NO
-57,0,-64,-15,NO
-57,0,-64,-9,NO
-56,0,-63,-5,NO
-52,0,-63,0,NO
-52,0,-63,-3,NO
-50,0,-63,-7,NO
-50,0,-63,-7,NO
-50,0,-62,-2,NO
-50,0,-62,-2,NO
-50,0,-60,-6,NO
-50,0,-60,-6,NO
-50,0,-60,0,NO
-48,0,-60,0,NO
-47,0,-61,0,NO
-47,0,-61,0,NO
-49,0,-61,0,NO
-49,0,-61,-4,NO
-51,16,-62,0,NO
-51,11,-64,0,NO
-51,24,-64,0,NO
-51,25,-65,2,NO
-51,20,-65,1,NO
-51,23,-63,0,NO
-51,8,-63,0,NO
-56,9,-62,0,NO
-56,0,-61,0,NO
-58,18,-61,0,NO
-58,14,-61,0,NO
-58,9,-61,0,NO
-61,4,-61,0,NO
-61,0,-61,0,NO
-61,0,-61,0,NO
-62,0,-61,0,NO
-62,0,-60,0,NO
-62,0,-60,0,NO
-62,0,-60,0,NO
-66,0,-60,0,NO
-64,0,-61,-1,NO
-64,0,-61,-1,NO
-63,0,-62,-5,NO
-64,0,-62,-4,NO
-63,0,-62,0,NO
-63,0,-62,0,NO
-63,0,-60,0,NO
-63,0,-60,0,NO
-63,0,-60,0,NO
-63,0,-60,0,NO
-65,0,-62,0,NO
-66,0,-62,0,NO
-66,9,-62,0,NO
-65,6,-63,0,NO
-65,0,-63,0,NO
-65,0,-63,0,NO
-64,0,-63,0,NO
-66,0,-63,-2,NO
-66,0,-63,-1,NO
-67,0,-63,-1,NO
-67,0,-63,0,NO
-69,0,-63,0,NO
-69,0,-64,0,NO
-68,0,-64,0,NO
-68,0,-65,0,NO
-68,0,-65,0,NO
-68,5,-65,0,NO
-68,6,-64,0,NO
-68,0,-64,0,NO
-68,0,-64,0,NO
-68,19,-64,0,NO
-68,17,-64,0,NO
-68,9,-64,0,NO
-69,15,-64,0,NO
-69,8,-64,0,NO
-69,15,-64,0,NO
-68,0,-64,0,NO
-65,0,-64,0,NO
-64,0,-64,0,NO
-64,13,-64,0,NO
-64,0,-64,0,NO
-64,15,-64,0,NO
-64,0,-64,0,NO
-64,0,-64,0,NO
-64,0,-64,0,NO
-64,1,-64,0,NO
-64,0,-64,0,NO
-64,0,-65,0,NO
-64,0,-65,0,NO
-64,8,-65,0,NO
-64,0,-65,0,NO
-66,6,-64,0,NO
-66,0,-64,0,NO
-66,18,-64,0,NO
-67,0,-64,0,NO
-67,11,-64,0,NO
-67,4,-63,0,NO
-66,23,-63,0,NO
-66,16,-63,0,NO
-66,7,-63,0,NO
-66,3,-63,0,NO
-66,0,-62,0,NO
-66,20,-62,0,NO
-66,2,-62,0,NO
-66,0,-62,0,NO
-65,0,-62,0,NO
-65,15,-62,0,NO
-65,7,-62,0,NO
-64,2,-62,0,NO
-64,2,-62,0,NO
-64,23,-62,0,NO
-63,14,-62,0,NO
-62,9,-61,0,NO
-62,15,-61,0,NO
-63,20,-61,0,NO
-63,22,-61,0,NO
-63,0,-61,0,NO
-63,10,-61,0,NO
-63,7,-61,0,NO
-63,21,-65,0,NO
-63,16,-65,0,NO
-62,17,-65,0,NO
-62,0,-65,0,NO
-62,1,-65,0,NO
-62,0,-65,0,NO
-62,1,-65,0,NO
-62,0,-65,0,NO
-63,0,-65,-1,NO
-63,2,-65,0,NO
-63,14,-65,0,NO
-63,18,-65,0,NO
-63,22,-65,3,NO
-65,25,-65,3,NO
-65,23,-65,3,NO
-65,20,-66,2,NO
-65,26,-66,2,NO
-65,16,-66,0,NO
-65,0,-66,0,NO
-65,0,-63,0,NO
-63,12,-63,0,NO
-63,4,-63,0,NO
-63,22,-63,0,NO
-61,9,-62,0,NO
-61,22,-62,0,NO
-61,6,-62,0,NO
-61,20,-62,0,NO
-61,0,-63,0,NO
-61,0,-64,-3,NO
-60,0,-63,0,NO
-60,2,-63,0,NO
-60,0,-63,0,NO
-60,16,-63,0,NO
-58,11,-64,2,NO
-54,25,-64,2,NO
-54,11,-64,5,NO
-54,25,-64,5,NO
-59,26,-65,7,NO
-59,30,-65,7,NO
-59,20,-65,3,NO
-59,8,-65,3,NO
-59,21,-65,0,NO
-62,9,-65,0,NO
-62,1,-65,0,NO
-62,25,-65,0,NO
-62,26,-64,1,NO
-59,26,-64,1,NO
-59,29,-64,3,NO
-59,30,-64,0,NO
-59,11,-64,0,NO
