@relation testingDataUnlabeled

@attribute collar_wifi numeric
@attribute collar_bluetooth numeric
@attribute hub_wifi numeric
@attribute hub_bluetooth numeric
@attribute restricted {Yes,No}

@data
-52,-2,-59,-22,Yes
-52,-6,-60,-20,Yes
-52,-3,-60,-20,Yes
-52,-1,-60,-20,Yes
-52,-16,-60,-20,Yes
-52,0,-60,-17,Yes
-52,0,-60,-15,Yes
-52,0,-60,-15,Yes
-52,0,-59,-15,Yes
-52,-7,-54,-16,Yes
-53,0,-54,-13,Yes
-53,0,-54,-14,Yes
-53,0,-54,-14,Yes
-53,0,-54,-13,Yes
-53,0,-54,-13,Yes
-53,0,-51,-13,Yes
-55,-6,-55,-14,Yes
-55,0,-55,-14,Yes
-55,0,-55,-14,Yes
-55,-4,-54,-15,Yes
-55,0,-55,-15,Yes
-55,-12,-56,-14,Yes
-55,0,-57,-15,Yes
-55,-8,-57,-15,Yes
-54,0,-57,-15,Yes
-54,-4,-57,-15,Yes
-54,0,-57,-15,Yes
-57,5,-59,3,No
-57,14,-59,3,No
-57,24,-59,2,No
-57,8,-59,2,No
-57,9,-59,4,No
-57,10,-59,4,No
-57,13,-60,4,No
-57,21,-60,3,No
-57,29,-60,2,No
-57,24,-59,4,No
-57,6,-60,4,No
-57,22,-59,3,No
-57,12,-59,0,No
-57,21,-59,0,No
-57,13,-58,0,No
-57,13,-59,0,No
-57,14,-59,0,No
-57,29,-59,1,No
-57,15,-58,0,No
-57,11,-59,2,No
-57,32,-59,3,No
-57,20,-59,0,No
-57,17,-59,0,No
-57,24,-59,0,No
-57,2,-59,0,No
-57,16,-59,0,No
-57,12,-58,0,No
-57,0,-58,0,No
-57,0,-59,0,No
-57,0,-59,0,No
-57,0,-59,0,No
-57,0,-59,-13,No
-57,0,-59,-13,No
-57,0,-59,-10,No
-57,-4,-60,-11,No
-57,0,-60,-13,No
-57,0,-61,-13,No
-57,0,-61,-13,No
-57,0,-61,-5,No
-57,0,-61,-3,No
-57,0,-60,0,No
-57,0,-60,-4,No
-57,0,-60,-4,No
-57,0,-60,-9,No
-57,-6,-59,-6,No
-57,0,-59,-11,No
-57,-8,-59,-10,No
-57,-1,-59,-10,No
-57,-3,-59,-16,No
-57,-5,-58,-21,No
-57,-5,-58,-26,No
-57,-15,-58,-19,No
-57,0,-57,-17,Yes
-57,-2,-57,-15,Yes
-57,-2,-57,-20,Yes
-57,-7,-58,-21,No
-57,-9,-58,-21,No
-57,-2,-58,-18,No
-57,-14,-59,-15,No
-57,0,-58,-16,No
-57,0,-58,-17,No
-57,-3,-58,-11,No
-57,0,-58,-14,No
-57,-4,-58,-14,No
-57,0,-58,-14,No
-57,-4,-58,-22,No
-57,-17,-59,-20,No
-57,-19,-59,-25,No
-57,-5,-59,-25,No
-57,-8,-59,-23,No
-57,-10,-59,-24,No
-57,-14,-59,-27,No
-57,-10,-59,-31,No
-57,-24,-59,-28,No
-57,-15,-59,-29,No
-57,-8,-59,-26,No
-57,-17,-59,-27,No
-57,-18,-59,-27,No
-57,-17,-59,-28,No
-57,-24,-59,-32,No
-57,-19,-59,-32,No
-57,-15,-59,-26,No
-57,-11,-59,-27,No
-57,-10,-59,-30,No
-57,-16,-59,-30,No
-57,-20,-59,-29,No
-57,-14,-59,-31,No
-57,-11,-59,-30,No
-57,-18,-59,-30,No
-57,-21,-59,-30,No
-57,-7,-58,-27,No
-57,-19,-58,-29,No
-57,-12,-58,-30,No
-57,-25,-59,-26,No
-57,-11,-59,-26,No
-57,-9,-59,-30,No
-57,-21,-59,-30,No
-57,-11,-59,-27,No
-57,-13,-58,-24,No
-57,-13,-58,-24,No
-57,-4,-58,-24,No
-57,-10,-58,-22,No
-57,-5,-58,-25,No
-57,-8,-58,-24,No
-57,-6,-58,-24,No
-57,-9,-58,-21,No
-57,-4,-58,-19,No
-57,0,-58,-24,No
-57,-2,-58,-21,No
-57,-1,-59,-12,No
-57,0,-59,-18,No
-57,-13,-59,-21,No
-57,-6,-59,-17,No
-57,-6,-59,-20,No
-56,-1,-58,-17,No
-56,0,-58,-15,No
-56,-8,-58,-17,No
-56,-8,-58,-16,No
-56,0,-58,-19,No
-56,-6,-58,-11,No
-56,0,-58,-14,No
-56,-1,-58,-12,No
-56,0,-58,-4,No
-56,0,-58,-8,No
-56,0,-58,-8,No
-56,0,-58,-9,No
-56,-2,-58,-4,No
-56,0,-58,-4,No
-56,0,-59,-4,No
-56,0,-59,-2,No
-56,0,-59,-2,No
-56,0,-59,-3,No
-56,0,-59,-1,No
-56,0,-58,-6,No
